Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
70,52,29.30,3,0,14.20,2.66,Average
61,52,44.60,4,17,5.60,2.52,Average
67,45,50.40,2,16,9.60,2.37,Average
59,61,19.90,0,0,11.10,2.36,Average
65,59,22.40,5,16,14.60,2.21,Average
64,67,11.00,3,2,5.90,2.62,Average
64,55,21.80,3,13,10.90,1.65,Average
53,62,18.90,2,6,11.50,2.45,Average
74,49,20.00,2,0,21.75,1.98,Average
57,76,24.20,1,0,9.40,3.25,Average
64,60,29.10,5,4,11.00,2.72,Average
61,51,32.40,3,1,8.00,2.76,Average
63,59,11.90,2,1,8.70,2.26,Average
60,51,42.10,3,14,9.50,1.69,Average
70,50,41.20,2,11,3.10,2.33,Average
61,58,44.20,2,17,7.40,2.89,Average
75,57,28.00,3,14,8.90,2.22,Average
60,65,17.20,2,1,7.20,2.56,Average
42,69,25.30,4,4,3.85,3.49,Average
67,70,17.10,2,11,10.00,2.15,Average
76,59,27.00,4,9,17.30,1.88,Average
77,73,17.30,3,0,8.30,3.28,Average
87,58,21.30,6,5,10.50,2.13,Average
76,59,33.90,2,17,7.90,2.96,Average
61,48,25.50,4,17,8.10,2.14,Average
69,42,49.40,3,25,13.50,2.00,Average
67,68,15.00,5,2,9.40,2.58,Average
60,64,40.90,2,10,9.00,2.44,Average
59,69,31.90,3,5,7.70,2.21,Average
61,46,27.70,1,10,14.90,2.07,Average
59,56,24.10,2,1,9.90,2.36,Average
67,66,37.80,3,1,3.40,3.31,Average
59,54,33.70,3,13,10.70,2.04,Average
64,53,22.20,5,14,14.80,1.92,Average
71,54,30.80,2,7,13.50,2.23,Average
70,75,23.10,2,11,4.70,3.04,Average
71,68,20.30,3,10,11.90,2.18,Average
66,67,15.00,3,0,8.30,2.98,Average
94,53,23.10,3,4,12.00,1.43,Average
60,75,41.00,2,7,6.40,3.08,Average
65,52,24.40,4,9,12.00,2.55,Average
56,48,59.10,4,21,4.00,2.73,Average
69,57,32.20,3,7,7.70,2.51,Average
74,61,31.60,3,4,16.60,2.06,Average
89,55,23.80,6,9,12.30,1.65,Average
57,64,47.00,1,12,8.00,2.45,Average
63,41,40.90,3,11,10.40,1.81,Average
51,60,33.10,4,5,4.87,3.47,Average
53,51,12.60,2,4,12.90,1.80,Average
82,58,25.40,5,4,8.60,1.85,Average
55,64,31.90,2,6,11.90,2.65,Average
68,44,41.60,3,10,5.90,2.58,Average
68,48,31.60,6,6,14.80,2.26,Average
61,47,28.60,3,7,9.10,2.29,Average
60,51,27.80,4,9,11.60,2.22,Average
54,47,32.00,5,12,9.30,2.29,Average
58,59,20.10,4,15,11.80,2.24,Average
56,68,52.90,4,19,4.56,2.36,Average
64,63,40.40,3,0,6.30,2.76,Average
63,73,30.70,3,6,8.80,3.34,Average
59,63,26.70,5,6,15.50,2.79,Average
57,59,17.90,2,12,5.20,2.59,Average
81,50,5.00,5,0,18.20,2.36,Average
58,52,28.10,3,14,8.70,2.68,Average
50,66,31.20,2,8,11.30,2.19,Average
64,80,27.40,2,6,2.10,3.69,Average
77,51,24.60,4,1,9.20,2.15,Average
62,53,40.10,4,14,5.80,1.98,Average
78,58,36.40,3,9,13.40,1.81,Average
63,61,25.40,5,13,9.40,3.19,Average
63,64,30.50,5,6,19.20,2.34,Average
66,58,46.70,3,14,7.80,2.59,Average
61,69,21.10,2,3,10.30,2.97,Average
74,70,25.80,5,3,11.60,2.32,Average
83,57,26.20,3,0,18.80,2.03,Average
71,53,21.40,2,11,18.13,2.46,Average
65,56,20.00,5,3,14.60,3.09,Average
65,66,23.00,0,2,9.30,2.29,Average
67,58,5.00,2,0,14.40,2.34,Average
62,51,28.50,6,12,10.60,1.93,Average
62,54,37.00,4,13,11.10,2.31,Average
57,62,29.80,5,7,5.70,2.77,Average
63,42,17.70,3,5,8.30,2.27,Average
77,61,15.10,4,0,4.20,2.95,Average
63,57,27.80,3,13,11.00,1.85,Average
60,68,29.10,3,3,17.00,3.09,Average
68,59,38.40,4,9,8.00,1.82,Average
56,54,48.30,4,16,10.30,2.29,Average
71,56,35.70,3,13,8.10,1.46,Average
69,64,12.90,4,0,12.70,2.22,Average
66,49,18.00,3,6,12.20,1.74,Average
74,52,30.10,1,9,7.80,2.56,Average
54,62,25.90,2,4,6.60,3.32,Average
68,58,42.10,3,5,10.70,2.78,Average
56,55,37.90,2,9,8.90,2.74,Average
51,58,11.70,1,0,1.10,2.76,Average
67,60,24.50,2,10,13.60,1.91,Average
58,68,41.40,1,13,5.10,3.31,Average
58,63,20.90,2,8,4.00,2.53,Average
64,60,29.70,3,8,14.70,2.13,Average
84,50,32.50,4,15,10.10,2.05,Average
70,57,41.20,4,0,12.89,1.90,Average
59,55,30.90,6,14,5.70,2.54,Average
65,74,40.30,3,12,4.90,2.68,Average
65,59,16.10,1,0,11.40,2.73,Average
61,61,26.70,3,8,9.20,2.31,Average
74,49,20.90,3,6,16.30,2.05,Average
56,65,26.30,4,7,6.70,2.94,Average
69,78,14.40,2,0,15.40,2.94,Average
80,55,7.50,2,3,11.20,1.36,Average
54,82,8.40,4,7,6.67,2.95,Average
63,58,22.50,4,3,11.10,1.43,Average
69,58,38.30,3,9,10.10,2.62,Average
60,56,40.20,3,8,11.40,2.55,Average
67,55,26.80,3,11,9.50,2.06,Average
55,49,26.60,1,6,8.40,2.31,Average
74,63,30.90,0,9,1.00,2.34,Average
57,38,23.80,2,7,10.50,2.31,Average
63,65,31.10,3,10,6.50,2.59,Average
77,71,26.90,2,0,13.00,2.62,Average
70,44,22.70,4,5,15.50,2.31,Average
60,70,12.30,4,8,15.10,2.26,Average
59,62,26.50,2,5,5.80,2.59,Average
81,59,38.90,3,10,9.60,1.72,Average
79,61,13.40,3,11,13.30,1.86,Average
70,64,26.10,2,5,16.60,2.87,Average
63,70,37.50,8,10,5.49,2.27,Average
72,58,25.70,5,6,11.30,3.28,Average
47,56,37.80,2,20,3.10,2.19,Average
60,43,17.10,5,6,12.70,2.32,Average
47,53,14.10,2,0,8.80,2.14,Average
66,55,28.20,3,9,7.50,1.97,Average
71,56,19.80,5,4,7.40,2.15,Average
52,59,44.00,5,22,1.00,1.96,Average
47,74,37.50,2,8,4.40,2.55,Average
75,57,34.40,3,19,15.10,1.86,Average
47,57,14.60,2,9,3.50,3.01,Average
70,58,47.20,3,18,4.50,2.93,Average
70,62,41.50,3,5,8.20,2.82,Average
70,38,22.90,5,15,13.10,1.66,Average
62,46,34.40,2,2,8.60,2.68,Average
74,53,34.90,1,7,5.37,3.45,Average
67,33,28.40,4,11,9.40,1.98,Average
78,54,27.30,4,13,12.00,2.15,Average
58,54,5.60,0,1,7.10,2.54,Average
56,50,29.80,4,6,9.80,1.79,Average
70,38,29.60,2,9,16.60,2.08,Average
69,57,32.70,2,9,8.50,2.75,Average
82,49,49.30,5,16,8.50,2.18,Average
63,71,39.70,4,5,2.80,2.76,Average
67,64,28.60,3,7,13.80,1.78,Average
63,57,39.60,3,14,7.20,1.67,Average
65,58,33.00,4,17,7.20,2.62,Average
64,73,5.30,2,9,8.20,2.73,Average
57,52,39.00,4,13,7.70,2.24,Average
59,72,27.60,5,5,9.70,2.73,Average
57,59,33.90,1,5,9.80,2.74,Average
62,64,17.00,1,0,7.80,2.65,Average
63,68,15.00,1,0,7.20,1.98,Average
57,58,21.70,2,8,9.90,2.47,Average
81,58,35.80,6,6,13.50,1.95,Average
66,44,26.00,4,9,16.10,1.38,Average
71,63,12.20,3,6,12.80,2.13,Average
85,60,27.40,4,11,9.90,2.45,Average
70,53,18.20,4,3,12.20,2.40,Average
66,55,19.40,1,6,9.10,3.15,Average
74,53,19.00,5,11,8.40,1.90,Average
65,50,26.50,5,4,11.30,2.65,Average
63,63,24.00,3,2,11.50,2.10,Average
62,56,49.00,2,13,12.90,1.90,Average
66,69,26.80,1,14,7.40,2.27,Average
73,52,16.30,2,6,9.30,1.59,Average
67,55,30.00,2,7,15.20,3.00,Average
70,60,10.80,3,5,17.10,2.54,Average
63,61,32.00,3,8,10.10,2.60,Average
74,47,6.50,3,11,8.90,2.51,Average
57,51,23.20,2,0,8.40,2.91,Average
61,68,37.40,6,3,8.90,2.40,Average
72,47,26.40,4,6,16.00,1.87,Average
83,69,46.80,3,6,9.80,2.35,Average
61,59,15.20,4,16,6.90,2.39,Average
51,71,33.80,3,14,5.10,2.66,Average
56,67,42.30,4,7,5.10,2.99,Average
60,66,29.90,1,0,10.10,2.60,Average
74,51,31.50,2,7,6.00,3.05,Average
47,70,45.90,3,8,1.00,2.63,Average
58,60,23.10,3,8,14.00,2.78,Average
73,49,22.90,4,7,9.90,2.27,Average
66,46,20.10,4,7,11.40,1.58,Average
53,68,52.70,3,15,6.90,3.50,Average
65,46,30.50,4,11,5.00,2.45,Average
66,51,35.30,3,6,17.60,2.80,Average
56,56,18.30,2,7,2.20,2.14,Average
60,65,18.50,4,0,9.80,2.55,Average
66,59,18.20,5,7,10.50,2.37,Average
56,47,26.80,3,9,7.20,2.47,Average
74,61,19.00,3,3,11.20,2.86,Average
64,74,36.20,4,5,7.60,2.78,Average
59,42,38.10,3,12,9.40,2.31,Average
81,68,22.40,3,0,14.58,2.88,Average
64,56,53.40,2,9,9.10,2.26,Average
58,55,32.50,2,10,6.70,2.18,Average
70,77,25.30,2,14,9.40,2.94,Average
71,45,9.00,4,4,10.00,1.98,Average
77,67,43.60,3,6,13.50,2.36,Average
59,82,28.10,2,3,10.50,2.08,Average
67,77,17.90,3,4,5.60,2.20,Average
67,69,32.80,3,7,5.30,2.69,Average
60,73,25.80,1,8,10.90,2.54,Average
71,50,39.20,3,4,10.00,2.11,Average
57,56,21.80,2,7,10.70,1.94,Average
66,69,24.80,5,4,11.20,2.65,Average
76,63,25.30,0,3,13.30,2.56,Average
59,64,25.30,3,11,10.00,2.64,Average
68,46,28.30,0,10,10.10,2.93,Average
83,65,15.80,3,7,14.50,2.99,Average
76,67,23.50,4,5,9.40,2.66,Average
78,48,32.40,3,16,12.60,1.97,Average
80,48,18.70,4,4,11.00,1.63,Average
78,60,19.40,4,12,11.40,1.93,Average
67,67,19.80,5,3,8.20,2.73,Average
70,57,48.20,2,19,8.60,1.67,Average
64,50,39.00,0,12,11.70,1.95,Average
65,53,31.50,4,13,17.70,2.21,Average
66,71,15.50,3,6,10.20,2.11,Average
74,72,23.80,2,0,8.80,3.21,Average
53,57,32.50,4,9,7.90,3.07,Average
75,56,20.70,0,4,9.00,2.11,Average
71,82,25.70,3,11,2.60,2.65,Average
66,53,39.10,4,1,7.70,2.36,Average
59,40,33.60,6,13,12.00,1.93,Average
65,41,43.40,5,11,11.80,1.71,Average
80,56,13.00,2,0,8.00,2.08,Average
66,59,24.50,3,0,9.50,2.89,Average
66,59,13.50,3,1,18.30,2.55,Average
56,60,37.80,4,8,11.30,1.97,Average
55,71,25.40,1,6,10.50,3.45,Average
71,55,22.30,4,4,16.70,2.93,Average
62,59,20.20,3,16,9.60,1.66,Average
63,67,31.90,0,0,11.60,2.05,Average
67,55,42.20,3,10,2.90,2.56,Average
63,57,5.30,4,3,14.50,2.78,Average
54,55,45.40,4,6,7.60,1.55,Average
56,51,24.30,4,12,5.90,2.69,Average
45,72,26.20,5,13,8.20,2.87,Average
42,54,31.90,5,12,9.60,2.71,Average
69,64,44.10,3,3,8.30,2.97,Average
66,47,20.70,5,3,15.60,2.25,Average
48,46,33.60,2,19,12.50,1.63,Average
57,58,48.30,3,18,4.40,2.63,Average
60,73,42.00,2,8,9.20,3.32,Average
74,78,17.80,1,3,11.20,3.38,Average
77,72,23.20,3,0,12.40,3.18,Average
69,67,28.80,3,7,8.60,2.98,Average
53,71,26.20,1,7,5.90,3.55,Average
56,78,35.80,7,4,8.90,3.09,Average
79,57,16.70,5,20,13.40,2.07,Average
53,41,51.50,5,24,9.10,1.85,Average
64,55,39.50,3,13,9.00,2.44,Average
60,50,5.00,1,0,7.40,2.10,Average
62,54,32.70,5,18,10.00,2.20,Average
63,46,15.40,4,4,13.80,2.42,Average
71,66,27.10,2,4,9.40,2.53,Average
65,60,35.80,5,16,17.90,1.81,Average
64,79,27.00,4,7,12.80,2.73,Average
60,58,32.60,3,21,11.50,2.44,Average
65,50,5.00,3,1,9.00,2.79,Average
63,71,26.60,3,8,10.00,2.56,Average
60,59,26.40,4,4,6.20,2.10,Average
56,68,41.60,1,20,1.00,2.13,Average
63,50,38.10,3,14,8.00,1.94,Average
53,58,20.40,2,9,11.90,2.28,Average
79,55,49.70,7,20,9.30,1.91,Average
73,71,18.10,2,3,16.60,2.94,Average
62,50,31.70,4,2,4.90,3.05,Average
69,50,48.00,1,13,8.80,2.42,Average
47,53,50.70,1,10,1.00,2.32,Average
65,58,30.30,3,6,4.40,3.06,Average
57,58,35.60,3,12,10.80,2.65,Average
72,57,26.80,4,8,13.30,1.55,Average
70,82,34.40,3,0,1.00,3.44,Average
65,65,22.00,6,3,13.70,2.33,Average
63,39,28.80,4,13,19.00,1.68,Average
68,62,20.10,5,6,10.10,2.50,Average
80,63,35.30,3,2,9.80,2.60,Average
73,61,22.40,3,11,13.00,2.33,Average
54,48,20.70,2,2,4.20,2.49,Average
59,53,38.70,2,7,5.70,2.37,Average
63,56,50.90,6,22,16.40,1.76,Average
68,57,49.80,3,21,9.30,2.12,Average
60,47,20.30,4,10,11.60,2.64,Average
67,71,23.60,3,13,8.90,2.61,Average
86,61,22.80,5,7,14.60,2.14,Average
58,74,18.70,2,7,10.10,2.65,Average
63,51,33.20,3,6,18.10,2.53,Average
70,67,42.00,1,16,5.10,1.60,Average
77,63,32.60,3,10,9.20,1.96,Average
85,53,32.70,2,2,16.40,2.21,Average
70,60,43.60,4,9,3.20,2.29,Average
65,62,16.10,5,12,13.00,1.86,Average
73,53,35.40,3,4,9.60,2.34,Average
56,59,30.40,6,3,12.90,3.38,Average
83,62,17.60,2,0,16.80,2.14,Average
66,78,36.90,3,5,9.80,3.30,Average
67,59,20.50,0,2,4.10,3.04,Average
59,63,14.60,2,12,9.40,2.55,Average
67,57,31.60,3,12,10.10,2.61,Average
65,60,44.30,4,12,10.20,2.31,Average
62,63,29.80,2,10,5.00,2.77,Average
70,53,22.60,4,0,8.30,1.41,Average
59,53,16.30,3,1,9.10,3.11,Average
53,54,35.70,4,16,11.40,1.91,Average
58,71,26.90,2,10,3.80,3.01,Average
59,57,35.60,2,11,9.20,2.57,Average
75,65,18.00,0,0,1.00,2.43,Average
60,57,39.20,4,8,13.20,2.14,Average
58,60,5.00,1,0,3.70,2.76,Average
68,64,32.20,3,16,9.70,2.23,Average
60,50,38.60,2,21,15.70,1.46,Average
67,67,27.40,5,0,8.50,2.32,Average
75,70,14.40,4,2,9.50,3.01,Average
77,89,26.70,5,5,13.80,2.21,Average
57,50,24.30,3,0,12.00,2.72,Average
56,53,21.60,1,9,11.70,2.12,Average
59,66,31.60,3,10,8.30,3.39,Average
81,54,39.40,3,17,12.60,2.14,Average
58,47,47.70,4,19,9.50,2.54,Average
81,47,24.30,6,17,10.60,1.78,Average
80,46,19.90,3,0,8.80,1.48,Average
62,58,8.10,5,2,16.60,2.06,Average
79,60,20.20,4,0,10.70,2.45,Average
59,57,45.30,2,8,7.90,2.98,Average
55,49,31.10,4,7,12.60,2.35,Average
82,52,27.80,5,1,13.10,2.13,Average
78,52,29.70,2,5,10.40,2.49,Average
68,46,46.00,3,17,7.00,2.24,Average
57,59,30.00,3,1,8.30,1.90,Average
54,63,25.10,2,7,7.50,2.67,Average
71,47,16.80,4,6,10.60,2.23,Average
60,60,42.30,4,22,8.90,2.13,Average
65,55,27.40,3,10,7.80,2.87,Average
66,44,22.70,3,6,12.30,2.37,Average
57,54,38.90,7,11,6.80,1.93,Average
58,59,26.00,6,2,12.40,2.76,Average
78,49,34.30,3,12,9.70,2.87,Average
61,68,30.20,5,4,7.10,3.18,Average
55,60,11.50,2,12,16.90,3.00,Average
44,68,15.70,1,2,2.80,2.76,Average
50,66,16.20,2,6,8.90,2.51,Average
76,50,18.80,3,2,12.20,2.62,Average
74,56,24.00,0,16,5.90,2.34,Average
71,52,26.20,5,14,19.60,1.53,Average
73,67,27.00,6,7,12.10,2.01,Average
64,60,21.50,2,6,11.50,2.24,Average
62,74,32.10,3,5,7.20,3.18,Average
46,69,14.90,1,0,7.30,3.30,Average
59,67,40.50,3,8,8.30,2.07,Average
85,58,20.90,5,20,13.80,1.97,Average
79,67,21.00,3,4,12.80,2.77,Average
61,53,39.80,4,13,8.00,2.03,Average
55,62,21.70,2,8,3.30,2.72,Average
53,56,51.00,3,16,7.40,2.80,Average
71,64,20.70,4,4,8.50,2.30,Average
76,56,29.10,2,16,14.90,1.83,Average
50,60,27.20,2,9,10.50,2.00,Average
61,60,34.20,3,14,10.30,2.60,Average
55,74,22.20,3,3,11.80,2.50,Average
63,64,43.20,1,13,6.90,2.91,Average
57,50,33.40,4,10,9.20,1.76,Average
55,57,35.90,3,10,7.20,2.68,Average
60,65,30.10,3,6,13.70,2.80,Average
63,49,35.70,2,9,12.40,1.90,Average
61,60,17.80,3,0,14.20,2.46,Average
49,56,42.00,4,13,15.30,2.13,Average
94,59,30.10,3,10,12.40,2.24,Average
69,58,26.70,2,8,14.80,1.78,Average
54,66,12.90,2,0,11.00,2.45,Average
64,50,21.60,2,7,16.90,2.09,Average
74,59,12.70,4,0,17.40,2.92,Average
66,67,27.30,2,1,12.80,2.05,Average
71,51,19.50,4,8,14.20,2.23,Average
74,50,22.70,5,23,10.50,1.97,Average
58,58,48.90,3,14,2.10,3.18,Average
78,60,10.90,3,2,14.20,2.97,Average
80,57,26.30,3,10,8.70,2.68,Average
81,63,23.80,6,7,8.30,2.69,Average
53,51,30.60,4,0,15.60,1.72,Average
58,57,27.80,6,4,9.60,2.47,Average
53,60,19.20,1,4,6.80,3.12,Average
63,69,8.10,4,0,8.10,3.12,Average
65,68,44.00,1,12,6.70,2.56,Average
60,65,37.80,1,13,6.80,3.08,Average
72,56,41.60,2,14,11.00,1.66,Average
57,54,28.40,3,12,3.22,2.31,Average
66,59,27.40,3,1,5.10,1.91,Average
79,58,44.50,3,20,6.10,3.45,Average
73,72,17.20,3,7,24.60,2.52,Average
71,56,23.40,3,7,13.38,3.08,Average
65,65,20.30,2,1,4.60,2.92,Average
46,76,19.10,3,11,10.75,3.39,Average
54,75,40.40,6,24,5.10,1.30,Average
68,59,30.60,3,7,11.50,2.12,Average
69,59,23.80,3,14,9.50,2.56,Average
64,56,28.00,3,11,14.10,2.22,Average
69,70,42.30,3,7,7.60,2.72,Average
65,60,21.40,1,4,10.40,2.34,Average
51,57,15.40,3,8,11.90,2.18,Average
65,54,46.30,3,5,8.80,1.85,Average
54,64,35.30,4,7,8.60,2.71,Average
63,59,45.90,5,16,9.30,2.36,Average
67,57,25.50,3,11,9.40,2.63,Average
54,66,22.70,4,0,8.10,3.07,Average
66,61,21.50,3,3,15.60,3.19,Average
62,53,22.10,3,10,9.50,2.35,Average
54,81,38.30,3,10,7.70,2.90,Average
63,70,36.50,2,2,7.00,3.03,Average
64,54,21.80,1,2,4.10,2.75,Average
61,58,55.60,3,16,2.40,2.11,Average
70,72,15.70,2,1,10.00,3.16,Average
62,74,26.00,2,9,10.90,2.80,Average
63,57,35.30,5,13,17.30,2.13,Average
70,52,41.50,3,5,11.00,2.20,Average
55,54,19.50,1,4,5.60,2.46,Average
69,69,31.20,2,14,8.70,2.03,Average
55,68,24.60,4,0,10.70,2.46,Average
64,51,51.50,3,24,13.10,2.24,Average
58,70,16.60,4,0,10.90,2.32,Average
74,51,24.60,4,0,13.40,2.52,Average
65,54,21.80,3,11,13.00,2.27,Average
70,61,32.70,3,11,8.60,1.94,Average
79,64,25.30,4,4,12.60,2.30,Average
58,54,32.90,4,7,9.40,2.37,Average
82,54,21.80,4,6,14.20,2.80,Average
64,48,26.20,3,4,13.30,1.84,Average
57,61,24.00,5,19,11.80,1.96,Average
75,55,28.10,4,5,20.26,2.02,Average
61,70,23.70,2,8,12.80,1.85,Average
55,51,24.50,3,5,12.80,1.87,Average
81,53,19.00,3,4,13.00,1.50,Average
66,61,32.00,2,3,10.70,2.63,Average
57,60,47.40,5,13,6.50,2.99,Average
60,52,36.40,0,9,1.00,2.24,Average
50,63,25.90,2,6,7.30,2.57,Average
72,58,28.40,2,8,15.20,2.20,Average
62,58,19.20,4,9,7.80,2.57,Average
62,68,47.70,3,15,6.20,2.47,Average
50,60,33.10,5,7,2.34,2.41,Average
63,50,37.60,6,22,12.10,1.89,Average
64,63,39.60,1,8,15.50,1.72,Average
54,51,39.10,4,7,13.96,2.88,Average
65,68,17.50,2,8,12.20,2.77,Average
57,60,34.10,5,18,5.40,2.14,Average
59,54,41.80,5,11,12.00,2.13,Average
65,71,33.70,4,1,5.70,2.41,Average
53,52,33.00,4,16,6.90,2.51,Average
60,55,48.20,4,6,7.10,2.51,Average
55,70,18.40,0,1,12.30,3.25,Average
68,59,27.30,4,13,8.30,2.39,Average
73,60,25.20,5,6,16.10,2.50,Average
57,63,16.30,2,1,10.80,2.09,Average
74,59,9.10,3,2,17.70,2.13,Average
79,54,37.00,3,13,6.30,1.89,Average
82,59,36.10,3,19,6.30,2.72,Average
75,59,38.70,4,6,11.00,1.91,Average
66,45,34.40,3,15,11.10,1.86,Average
72,58,20.60,3,7,10.70,2.58,Average
70,68,23.40,3,12,5.50,1.81,Average
67,47,42.10,4,22,8.60,2.32,Average
72,55,23.90,4,0,10.80,3.06,Average
66,51,14.50,1,3,8.00,2.38,Average
64,67,36.30,3,6,7.60,2.59,Average
56,52,34.30,3,10,6.10,2.58,Average
65,59,7.50,1,0,10.40,2.40,Average
78,55,19.00,4,7,13.30,2.63,Average
53,62,17.00,4,0,9.40,3.11,Average
62,48,49.70,3,25,10.20,1.86,Average
69,52,32.10,6,7,9.30,2.79,Average
52,69,44.20,2,6,7.00,3.44,Average
78,42,19.40,3,6,14.13,2.13,Average
64,48,20.40,4,13,5.70,2.54,Average
58,60,35.90,6,12,12.70,2.30,Average
57,59,27.90,3,7,1.30,3.00,Average
74,55,19.90,3,0,9.40,2.16,Average
56,68,23.10,4,4,12.40,2.56,Average
55,60,40.00,2,14,5.00,2.59,Average
71,60,16.60,4,5,13.40,1.87,Average
72,62,25.70,2,0,11.40,2.28,Average
70,58,33.70,0,6,6.80,2.54,Average
63,66,8.00,3,7,8.40,2.03,Average
75,49,31.00,3,10,8.30,2.21,Average
65,54,35.50,3,5,3.80,1.67,Average
74,52,26.20,4,19,9.70,1.78,Average
64,57,9.20,3,2,12.20,1.94,Average
72,54,35.40,3,20,9.10,1.86,Average
62,66,39.70,4,7,8.80,2.82,Average
58,49,25.40,3,9,7.20,2.66,Average
49,54,52.20,2,11,9.40,2.11,Average
59,63,25.10,4,6,5.20,2.22,Average
72,54,27.70,3,9,14.70,2.13,Average
74,57,18.10,1,0,9.20,2.47,Average
46,53,44.60,1,13,9.00,2.81,Average
64,67,33.20,3,1,15.10,3.27,Average
76,58,39.50,2,10,15.50,2.29,Average
69,52,5.00,2,0,8.80,2.40,Average
54,44,26.70,3,15,6.20,2.27,Average
62,59,33.90,5,9,14.50,1.96,Average
58,56,41.80,4,16,7.30,2.33,Average
57,63,36.80,3,8,5.60,2.64,Average
53,37,38.50,2,18,8.80,2.11,Average
74,50,23.90,8,10,18.10,1.51,Average
58,73,15.90,1,0,12.00,2.65,Average
57,53,49.20,3,13,7.50,1.98,Average
54,47,58.60,2,16,8.10,2.06,Average
64,70,20.70,3,4,12.50,2.83,Average
63,51,30.30,3,13,9.30,2.40,Average
62,62,38.70,4,13,9.80,2.27,Average
69,64,36.00,3,13,7.40,2.08,Average
58,57,22.10,1,2,5.60,2.96,Average
64,44,26.00,4,12,11.70,2.09,Average
73,57,23.60,4,3,14.00,1.85,Average
62,60,47.80,6,11,18.20,2.12,Average
62,60,36.60,3,9,6.00,3.41,Average
68,56,33.30,2,11,14.70,1.86,Average
50,67,34.50,4,0,7.55,2.25,Average
55,49,29.40,3,6,9.80,2.26,Average
60,60,37.20,2,3,4.70,2.77,Average
58,66,16.80,1,2,7.70,2.28,Average
57,59,12.90,2,1,6.80,2.65,Average
72,48,27.20,6,10,13.60,1.61,Average
62,57,15.10,2,0,10.20,1.98,Average
64,57,46.50,4,21,10.10,1.35,Average
67,55,23.70,2,3,7.20,2.40,Average
56,59,41.10,1,8,9.20,3.20,Average
75,66,5.90,2,0,8.70,2.25,Average
62,73,33.40,2,10,9.00,2.87,Average
59,63,30.70,2,7,5.70,2.73,Average
68,40,21.20,4,13,13.40,1.23,Average
87,58,22.70,4,12,9.20,2.56,Average
65,67,10.20,4,4,9.50,1.92,Average
69,58,28.30,3,11,11.90,2.19,Average
53,62,46.20,3,13,5.60,3.19,Average
77,56,35.10,3,8,16.30,1.28,Average
65,59,19.90,3,7,11.80,3.06,Average
71,57,37.00,3,15,11.00,2.12,Average
54,62,16.50,1,13,9.10,1.99,Average
65,60,37.20,3,8,12.50,2.11,Average
63,54,28.10,2,6,8.00,2.38,Average
54,57,28.90,3,3,8.60,2.47,Average
69,44,21.70,5,6,11.70,1.28,Average
63,57,21.40,1,2,9.60,2.76,Average
65,73,36.50,3,4,4.10,2.60,Average
72,67,24.90,3,6,15.00,2.47,Average
59,42,28.40,4,11,10.20,2.25,Average
52,66,44.90,3,9,10.80,1.80,Average
63,63,16.90,1,3,6.60,2.55,Average
64,57,26.70,3,7,13.30,2.42,Average
65,76,14.90,3,9,13.40,2.83,Average
69,48,34.90,3,8,13.00,2.10,Average
44,60,36.20,1,4,6.60,2.02,Average
69,70,15.80,1,5,7.90,2.11,Average
75,59,24.30,3,8,16.00,2.10,Average
81,70,12.40,6,3,14.30,2.20,Average
62,48,27.20,5,11,16.70,1.81,Average
67,59,45.60,3,15,11.30,1.68,Average
60,70,35.30,1,2,5.80,3.18,Average
69,46,6.90,1,2,9.70,2.32,Average
84,49,20.10,0,7,7.20,2.77,Average
72,65,17.30,2,5,11.70,2.56,Average
73,67,9.90,3,2,11.00,1.68,Average
55,58,29.60,6,4,10.80,2.52,Average
63,62,27.30,4,7,12.10,2.42,Average
57,57,28.50,3,9,8.30,2.43,Average
55,77,18.00,0,9,6.20,3.20,Average
81,44,43.70,6,17,9.30,1.78,Average
70,54,31.10,4,6,8.10,2.39,Average
61,58,39.30,2,14,14.40,2.11,Average
57,48,28.20,4,7,5.10,2.85,Average
65,55,31.80,4,6,13.20,2.95,Average
74,75,29.30,2,1,8.60,2.85,Average
54,60,61.40,5,24,4.76,2.26,Average
80,48,29.80,2,0,10.00,2.12,Average
76,78,17.80,3,1,13.90,3.09,Average
56,70,46.00,5,14,3.98,2.25,Average
60,49,43.20,3,10,10.50,2.50,Average
56,65,21.80,0,5,14.00,2.45,Average
57,42,51.40,4,19,9.40,2.11,Average
63,64,30.60,3,4,6.90,1.76,Average
62,51,52.00,6,16,15.60,1.81,Average
61,45,38.30,5,10,13.80,2.13,Average
76,61,14.00,3,7,4.30,2.63,Average
72,65,15.80,1,4,10.50,2.70,Average
69,51,31.20,3,9,5.60,2.86,Average
70,44,28.70,4,15,8.80,2.18,Average
63,53,45.60,4,9,15.90,2.04,Average
65,55,42.50,3,10,6.60,2.68,Average
69,59,22.30,4,3,11.50,2.58,Average
66,69,21.70,6,12,15.30,2.21,Average
52,60,28.30,3,10,10.30,2.39,Average
60,58,24.70,4,15,10.30,2.59,Average
81,60,37.20,3,8,14.10,2.13,Average
71,53,49.50,5,7,4.20,2.31,Average
58,56,39.00,3,9,6.30,1.86,Average
65,49,46.60,5,12,11.60,1.96,Average
55,60,48.40,2,9,7.30,2.38,Average
68,59,30.50,3,7,7.20,2.23,Average
