Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
58,93,54.86752064251776,8,21,11.931209859996923,1.8404521885577005,Average
83,56,20.646546407299667,7,13,3.6413121802077093,2.856870505000789,Good
93,91,37.66629180465156,10,11,7.13790258813541,3.441576048870509,Average
75,81,43.684207391958964,6,17,11.808479006494156,1.9932820188153972,Good
49,69,28.031870945837337,7,6,5.148421624732704,3.568592577036823,Good
48,63,50.98781615931691,6,12,18.315314986256325,2.3136709087281986,Poor
47,100,38.199442476546345,5,10,24.868967729116278,2.2405072812625333,Average
45,52,50.04613048132793,4,0,20.573008128121007,3.490638155500638,Excellent
76,76,39.03525458254479,6,12,22.11554735414495,1.9926119548614194,Average
96,53,42.410313199575135,7,7,1.84166480186353,1.9432198802577307,Poor
74,100,23.733746631594286,9,9,11.426216674183852,3.815472569142136,Excellent
45,89,23.763739804434792,6,14,17.41720815997921,2.909835398335802,Good
70,55,58.1097927498551,4,21,20.821864947901794,1.3923362079214359,Good
71,81,47.20732519290485,4,4,26.145,3.6353211927515856,Average
100,75,16.50278228830901,1,8,22.49015902256925,2.4095703996252187,Good
46,58,38.790120358849336,10,5,21.035179585587173,1.4419648691681346,Average
67,86,2.2649999999999997,4,4,26.145,1.3755,Good
100,78,24.815902701957306,8,6,14.287928072609086,3.6817129817982126,Excellent
83,74,53.23385808518569,6,9,11.038442870028776,1.969359093200278,Good
85,69,33.1247570461617,6,16,14.971345678876405,1.5965318257466985,Excellent
76,79,37.62466809358226,5,14,5.75995112730119,3.425334166893241,Average
81,75,2.2649999999999997,3,2,14.046133046534816,3.5869125830229294,Good
89,71,28.179595419112637,2,21,0.9550000000000001,2.0400690549847065,Excellent
59,56,41.70434182610672,10,19,9.010837750710063,3.6906726074256224,Average
91,100,44.05591028273304,5,4,12.503318204722433,4.0,Excellent
48,47,53.25844493988813,8,21,21.48332142336548,4.0,Excellent
80,79,31.54901481304075,9,14,22.84473988811084,3.9610399392448814,Good
78,63,32.37476235214619,4,10,5.350448521218022,3.109464220405447,Good
62,100,10.779225747829525,6,14,26.145,2.373526489318343,Good
74,50,31.655213411773698,5,11,14.72694402069385,2.7501462965445387,Good
62,53,12.08522694584753,2,16,15.499933769656538,3.2324162966134558,Poor
53,48,2.2649999999999997,5,13,0.9550000000000001,1.5832597609306256,Excellent
67,77,15.35096631936371,7,8,8.247402782839893,2.0572778238464573,Good
53,40,62.435,4,0,22.328128260080504,1.4179432142521478,Average
80,59,30.432573999658455,4,16,14.907434529301828,3.0328039722276383,Poor
52,36,39.51241325043877,5,8,14.384945646992666,2.8850694749232666,Good
88,75,25.93494400271452,10,18,15.391388144523916,2.170578007093736,Good
51,59,2.2919174370068234,1,15,1.3064864316626128,3.601194990645511,Excellent
63,37,52.77259720419035,7,8,12.661213396386016,1.7900160148015187,Excellent
62,93,2.2649999999999997,4,20,25.35111709279252,2.1345252584886203,Good
100,41,25.170393795746236,3,13,22.639138893744743,3.562377893675846,Average
81,87,34.430542389994855,4,12,12.420130105709216,3.7063801002954584,Good
70,54,39.708885973309094,7,10,26.145,2.0316951503222747,Average
84,100,21.992016278891633,7,21,2.8588981854530626,3.0297508491823413,Average
45,86,2.2649999999999997,6,5,5.282311511435662,2.048124979920535,Good
73,48,20.61045467550465,8,8,26.145,2.612782278982257,Excellent
100,49,21.579375531899387,9,1,18.349402066290672,2.9440956780369767,Average
77,83,21.12883490869919,8,17,11.039885582099956,3.3485825083633856,Average
75,64,53.40105383526185,4,6,13.009377670878967,3.112794952564349,Average
85,66,12.973372089924581,7,7,6.674181063635987,3.069681800919979,Average
91,97,41.01391083204326,7,7,15.808109719960232,1.757098044272169,Good
45,53,38.372332718940534,3,12,15.140246659347403,3.1814681103233173,Good
45,72,53.22325714839755,1,1,13.643504626652904,3.33955055107523,Excellent
78,90,32.97690128740065,1,0,3.696569472676389,3.4734338901019104,Average
60,87,50.08843902082458,5,15,15.708302394422184,2.1056980342672134,Good
99,66,32.25323230869773,6,0,9.010901870174983,3.6935324248019716,Poor
68,63,43.483885607701055,2,18,5.161903505264753,1.5252634650894676,Excellent
45,36,7.6166454257475955,8,21,24.157223875392255,2.3860535963940914,Good
50,46,2.2649999999999997,6,10,26.145,2.536862924779821,Good
45,77,42.43146108312863,9,21,26.145,1.5785042338428548,Average
70,67,43.42446768433143,6,11,18.957780284998258,2.522110198859926,Good
71,71,44.244980803411124,2,21,11.236374271416512,3.019494500463323,Poor
66,92,25.723216291575408,6,7,12.88258296111127,1.3755,Average
95,44,62.435,7,0,16.89594137401782,2.4211388440278174,Good
97,64,26.92762037457466,4,10,9.932232010689873,1.3755,Average
71,74,43.23370040745053,1,21,24.596266568242342,4.0,Good
45,54,46.45059158844344,5,16,0.9550000000000001,3.0107646979368807,Average
86,100,62.435,2,7,10.982224603454123,2.9266081876589722,Good
85,89,29.572271000060965,8,14,20.230605922114478,3.0297807654609397,Excellent
80,76,23.348640103973494,4,19,6.349301837552782,3.391460422105577,Excellent
93,100,7.705431695745471,10,10,11.450856582297119,3.7542927625030136,Poor
52,37,62.435,1,21,18.481536713441876,1.3755,Good
100,69,43.24354761813983,6,7,26.145,4.0,Good
56,78,43.82951034324947,9,19,2.565123207580159,4.0,Excellent
89,50,62.435,2,17,1.93999397216837,2.739988156493664,Good
45,76,41.459451997376696,5,5,5.498744091911398,2.689120458516191,Good
56,45,11.330860816130492,4,8,0.9550000000000001,1.3755,Poor
100,85,31.814763934680325,3,20,1.1110780106458051,1.5963896670491118,Excellent
69,93,17.394824071414547,6,12,5.274186836834282,3.3082658526597992,Excellent
90,76,28.112672482304372,1,14,23.876863067431294,3.9703239171232703,Average
79,36,27.98823795740328,5,0,10.844347932642364,3.51218269185051,Average
72,48,24.573665060366032,7,17,13.740393624312874,2.7308905464520192,Average
100,82,9.64683303341905,4,14,5.419194400361663,4.0,Average
70,70,62.435,2,11,18.817926905505033,3.7805322921973943,Good
45,36,40.974453849653244,8,14,26.145,2.4219758893828818,Excellent
59,97,31.267341932316448,7,8,5.991185497196626,4.0,Good
85,73,49.46835665343886,2,6,26.145,1.7399399598722658,Average
82,52,44.162871403036974,1,9,16.548722405634475,1.3755,Excellent
45,91,40.54572600709116,2,7,13.618029259507601,2.3954855642705666,Excellent
60,55,48.123524981975415,7,21,16.84974630049391,2.067709006765283,Good
63,54,37.921296188810814,6,19,16.768819935075214,2.450035336067825,Average
67,77,47.84995494566222,7,3,26.145,3.5794343184720496,Average
48,100,49.38457231116069,4,21,17.862424011222227,2.771419454804451,Good
62,100,38.45419476707012,2,8,18.038542059596153,2.7963597611203963,Good
60,77,31.361346077292698,8,11,9.921674362188824,2.8615311286634526,Average
89,80,62.435,3,19,20.551076051852675,1.3755,Excellent
90,87,26.59393430503472,6,0,5.407535093925279,1.3755,Poor
71,42,42.686334695334544,1,9,14.394973719892178,2.430244867028014,Good
67,84,43.10464854821462,3,6,26.145,1.9858571931562616,Average
77,53,24.15648700744925,8,13,0.9550000000000001,2.5793302262208444,Good
58,77,20.48587417359436,3,14,15.441768902878003,4.0,Poor
52,65,28.8905516027493,8,10,15.766204515688747,2.7321195268704557,Excellent
56,81,26.32890468886029,1,10,11.552547300500175,1.5204727339631,Poor
62,72,8.446254674872257,3,20,11.751291750944876,2.03424563529771,Average
52,36,23.380073126326486,5,14,14.24661626121463,4.0,Good
77,73,40.37044282771055,10,11,11.350898375283634,4.0,Average
88,84,58.878983949180565,2,12,15.34760458265796,3.383067104546604,Good
45,79,45.70550921371003,7,21,9.364216002964742,1.3755,Good
75,67,2.2649999999999997,8,13,26.145,3.1023517778500884,Good
70,100,47.31458014039851,3,7,11.350810108717042,3.177020966064309,Good
81,76,25.108204210962036,4,0,18.27889468376413,2.8292184998699392,Good
74,79,43.829861526063915,6,0,7.8344058791327456,2.2508848039177702,Poor
46,92,35.1799705222742,1,7,21.344255846908606,2.4522693964892275,Excellent
50,77,31.874303092523956,4,10,19.660559857515267,2.18319611187418,Excellent
75,50,33.548903652690036,9,6,17.011107751831062,1.6924471444647973,Good
94,36,35.02650943980399,7,14,4.813164929340994,4.0,Excellent
45,59,60.33159563475699,5,6,7.131441497595711,3.6612225017214484,Average
81,86,35.077683588497614,5,3,26.145,2.5277246208667137,Good
97,62,55.5389720233757,7,16,7.038091728285904,3.1464133931023803,Average
71,87,52.8428149242614,7,21,18.880030654435807,3.1828511858746733,Good
85,73,47.79115706763163,3,2,5.510202213383507,4.0,Excellent
61,98,2.364717050107224,10,13,21.978694196913853,3.6517591218183147,Excellent
72,63,56.11468415194178,9,0,7.6880127688168365,3.615052842006783,Good
45,80,26.964213129945904,7,0,5.354067417271434,2.8412996371046417,Average
45,81,48.692436751798205,3,6,7.46923906170453,2.382552036928097,Good
92,100,17.436472070536702,2,21,8.80607459573575,4.0,Good
55,36,13.50154492352448,4,5,16.888108657471953,3.437831399069707,Average
65,60,62.435,5,4,14.06088867604444,1.9988570226257005,Excellent
47,88,17.724355996331678,1,11,4.241288923393784,3.245161800977406,Excellent
47,100,56.66035703754687,7,11,13.240179306675378,3.617593668765454,Good
71,75,37.634066613202705,9,5,3.833632808547401,1.3755,Average
60,63,27.66368411844926,7,21,18.90241971353062,1.9086963565955664,Good
81,86,34.611717529419145,3,9,20.44842078676078,3.1566938513310676,Good
83,89,11.353575450306778,3,12,13.273905256239937,1.3755,Good
80,62,35.187022018230394,6,8,15.766461546115142,1.3755,Good
79,77,15.396122308214789,5,15,26.145,2.5417740573883254,Good
100,95,28.120533410186468,6,21,12.14689779703952,3.2817502318367,Good
54,100,52.572398030743884,7,21,5.513687905735949,3.3266528831532973,Average
73,86,40.14768011887385,8,5,18.359707172319517,4.0,Good
96,71,8.001186155516912,2,20,3.9251019874617246,2.8843022805549126,Good
99,68,51.20587420534265,6,16,11.70027962152479,2.4425373204596363,Poor
47,82,35.31022370619163,4,19,8.425046250901897,1.534853243491444,Excellent
68,67,25.403803747079394,5,10,7.55796780127188,2.4309087515299606,Good
100,74,49.265418104862036,8,10,11.367051716983214,3.4914910873306493,Good
84,46,32.34604713108429,8,19,21.063871758600335,3.5353774424769893,Good
78,98,13.8609461595168,9,19,22.799022708565072,3.061385457485292,Poor
70,45,62.435,6,21,21.28576045909788,3.3357143428980076,Good
67,60,35.12161189557518,5,13,16.312028858786046,4.0,Good
80,72,33.93492427827277,4,10,11.302722965813253,2.8775123779247433,Excellent
69,100,27.94166543318151,1,0,0.9550000000000001,4.0,Average
73,60,57.28721473408942,9,0,16.576014058706942,2.0987774083403927,Good
76,55,25.72421615454847,4,8,0.9550000000000001,2.7332444884991034,Good
61,58,6.838351637889929,7,2,0.9550000000000001,2.337484471620595,Average
84,100,22.87682262971184,7,18,12.11262385625659,3.574204452121152,Good
100,36,60.00519197901541,1,0,15.706794161852168,1.8192612737572538,Good
45,48,50.84752339935125,2,7,9.67220784700432,2.491953528853788,Excellent
80,100,30.7203798429602,10,7,26.145,1.3755,Excellent
59,82,60.8657194186836,6,21,17.37235398142304,3.3816091589546713,Average
85,45,49.28885507647135,3,6,11.37278297025249,4.0,Average
75,69,30.50610746965088,5,15,25.165437207642395,3.6887957743042694,Average
89,71,32.37005908241947,8,13,26.145,3.593550968850068,Good
97,88,41.538560925626804,8,19,17.797816386168293,3.6195497420808493,Excellent
78,100,20.040349714958886,1,18,6.938727418031981,3.4838821338659414,Good
96,78,35.5250721604369,10,11,8.835858423865428,3.401049924993549,Good
45,58,41.153394821757054,8,0,1.2766836963435573,3.4637025298938724,Good
100,87,4.209656430011162,5,9,13.118166908032489,2.167690506415442,Excellent
81,54,31.93664438636033,2,11,4.621703313739889,2.610010876443539,Average
95,47,29.830971166660692,8,14,10.701018285438302,2.872629173359144,Average
51,36,54.47502381900844,7,5,15.673259906537528,2.4784168655574277,Average
58,36,2.2649999999999997,1,21,0.9550000000000001,1.3755,Excellent
77,50,28.37857338119582,4,11,2.819749619894436,1.6051121649386766,Good
74,44,26.52259897361214,10,3,9.20200336761663,3.027744102308439,Good
80,76,53.216145780041,5,7,13.032913526642385,3.6840063185760163,Excellent
95,43,34.63545794176808,3,21,9.311261170975305,2.81348849839329,Average
45,36,62.435,2,17,11.194779612414104,4.0,Average
93,47,47.70169573494836,10,20,7.521141446062601,1.91124484790951,Good
74,59,27.846915532579764,8,2,1.2542446005141148,3.2364953961744978,Poor
70,56,39.8786391993279,9,5,8.966722812332167,4.0,Average
46,100,28.886538042498977,6,5,11.678359670559264,3.8392847383693414,Excellent
84,56,51.35227998023097,9,13,10.858570599070118,3.4405453463736717,Excellent
45,89,10.777739395026178,3,10,14.418515747202608,3.843729272843956,Excellent
87,69,20.19199504704543,6,7,17.008024392751693,2.8582095468976427,Good
45,69,43.87817942864529,6,8,19.22426612128709,4.0,Average
75,51,58.134970822984265,9,4,8.133623730707633,4.0,Good
72,68,2.2649999999999997,6,10,0.9550000000000001,1.9768272249092047,Good
97,53,60.888233471233484,3,20,24.198152577338448,3.1166879774902743,Good
71,73,32.847244996919116,5,0,16.725979582463154,1.3755,Good
61,64,2.2649999999999997,1,14,5.4259562061253614,4.0,Average
64,49,2.2649999999999997,1,21,15.817490129183069,3.0221655085877726,Average
99,91,7.127050659578618,8,10,22.481348597176854,4.0,Good
84,79,35.07685660385058,4,7,26.145,2.6982207205985738,Good
67,60,34.22164925059781,4,19,15.589022281661123,1.3755,Good
70,73,47.16455833224489,8,3,22.411158388822336,4.0,Average
45,68,25.26861829039902,9,11,3.27626063312578,2.9317154041131337,Good
82,51,14.92772104213508,7,2,13.173095157342082,1.8331243785596556,Excellent
45,71,27.79390348517608,10,0,10.650949059581935,3.917054619069976,Good
89,56,36.06391790137137,7,10,16.364441237807302,4.0,Average
77,49,39.714128159630384,6,1,26.145,2.6078310413600043,Excellent
100,36,20.8312972342513,6,11,15.582943681685121,2.7080433841964417,Average
53,62,52.130792938627835,1,20,5.569063756490691,3.035580912383619,Average
72,82,23.93730464012276,8,21,2.8223019425407827,1.7255645337287486,Poor
100,54,19.33996827966558,1,12,26.145,2.1337166229664484,Good
97,100,25.399985459127354,3,20,17.80822774836819,4.0,Good
61,89,55.34095012713562,5,14,17.254132311718262,2.6760323570681757,Poor
78,98,32.98311113501881,3,8,10.577431150346534,1.991073715433883,Excellent
74,87,22.583642397454252,4,0,15.73448996831978,2.3654434389158214,Average
80,100,52.587360563962726,10,21,5.15361766825367,3.8462246951340324,Good
61,52,62.435,8,2,16.740756458706972,1.3755,Good
72,36,39.32367096011809,3,21,3.56912628846338,3.0517045580925695,Excellent
45,60,58.28467293806341,4,16,10.446251374704154,4.0,Average
77,82,54.62331738246012,1,3,8.05484773955962,4.0,Good
83,73,24.229025600938826,7,14,0.9550000000000001,3.3610479808790177,Good
70,76,35.9347642629557,4,21,10.551820637397451,4.0,Excellent
45,98,11.697002376928285,1,21,5.896437055893886,4.0,Average
93,78,31.64742418899296,5,7,11.701789649673092,2.6822030828484906,Poor
81,87,23.848557349457657,6,5,13.49036028328225,3.702474400104207,Average
60,49,27.982751336450598,8,12,26.145,4.0,Good
69,46,21.558324629065552,5,10,16.045192000988383,1.5771901740850418,Good
45,100,30.126438509005965,4,21,16.29312851508852,3.36439639201944,Average
54,72,45.29527032824283,10,17,17.654934427194647,3.155441749688166,Good
64,56,33.22942762794251,5,0,20.82707264151925,2.904598635025611,Good
98,56,2.2649999999999997,7,15,17.306395814871617,2.8186269190177775,Good
62,55,21.6282040214927,4,10,15.851286004070438,3.0293889898800552,Good
86,54,7.311941811112668,7,11,19.473189670365027,3.110865576364832,Excellent
64,41,39.960127855617486,1,13,0.9550000000000001,3.8906924514337264,Good
79,37,44.759940326602425,4,21,26.145,3.2671551461534016,Average
71,65,40.19132703791038,2,19,26.145,2.631682538404215,Average
91,57,20.86388703534554,3,5,15.306759335853291,1.988777593788054,Good
64,94,40.01184967634208,9,11,1.5611199357056673,2.345632605618913,Average
45,76,26.73810585285818,3,7,23.681716335266056,3.0580323781355547,Excellent
48,75,14.368886379407549,7,0,7.62494736086403,2.118758648411775,Average
64,53,49.17754490590354,10,10,17.977272594667575,3.722948161267226,Average
50,67,50.58639843038142,5,21,2.658152665942911,3.222038782516511,Excellent
82,77,53.009246088505485,8,0,26.145,3.9148843614588706,Poor
65,85,24.178874757244436,7,11,1.3148135638851812,2.184065903533379,Excellent
100,67,57.27604306363453,5,11,14.057535742414283,1.9973754207888264,Average
45,93,26.303626098157785,7,14,0.9550000000000001,3.907630133242383,Average
78,70,47.54040314214804,10,3,13.128238527007785,2.930613614950207,Average
52,87,25.982775838184303,3,0,9.889755343379377,2.6077543695121252,Good
65,59,31.29492497685894,2,0,23.06475928268868,3.482878675046681,Average
77,36,2.2649999999999997,2,21,9.888960809717714,3.4467432067896486,Excellent
45,75,29.852131803758983,8,3,23.076903203516434,1.5849574412251448,Good
79,85,37.12808024743469,8,7,4.8402725799447985,4.0,Excellent
100,82,27.85012538152073,4,21,11.098284604916756,2.405874712719936,Poor
65,79,62.435,1,5,11.26734548022306,4.0,Good
79,62,13.920102188535626,3,14,17.65471873572357,1.5094213488250072,Good
94,52,25.00768490486493,7,20,16.582029849552953,3.1126394509877993,Poor
71,82,18.689114083718795,5,20,19.565760047383176,2.6241618310629575,Good
63,79,25.00406099549403,6,0,15.725794869597813,1.3755,Excellent
45,57,54.53695298760374,4,5,19.052153683758974,3.4435956520244715,Good
87,94,62.435,8,14,5.904890272633222,1.3755,Good
72,50,22.46739279142533,6,21,16.754250557776654,2.521181983296167,Good
55,57,22.056111900534717,7,5,26.145,3.8767672047009185,Good
77,100,14.018917964937224,6,7,0.9550000000000001,2.289704190568445,Poor
63,89,59.62586053495399,7,15,17.59923250884968,1.9268097441423295,Good
64,62,56.19562149449073,6,16,19.182556812982025,3.5816345884133183,Good
86,76,33.47954994708183,2,17,25.796808161902938,2.562112258813803,Average
48,73,9.59468562310527,6,4,19.597985939838992,2.411067370859649,Poor
94,36,11.250489815465858,7,7,14.321714609875444,4.0,Good
47,50,38.600651487537846,9,13,17.102284481536955,1.6708843145150756,Excellent
61,68,45.61195170239781,6,21,7.2778679010610965,2.3580967966397925,Good
100,62,2.2649999999999997,2,9,10.204419824757084,3.645814431308179,Excellent
96,75,29.493026921904907,3,11,2.2129572758016867,1.608085283629255,Excellent
76,94,62.435,4,3,26.014721936495334,4.0,Excellent
56,63,31.41476345273681,6,21,17.27163726444221,2.5938383082993783,Average
64,46,62.435,5,12,5.751015515547949,3.653661195688311,Poor
76,77,47.457920981468895,2,20,15.763961910269504,3.651629478534369,Good
75,62,15.367624390267071,2,11,23.251652607748106,2.6565314328706844,Excellent
72,66,30.023234085893797,1,12,21.847228961238166,2.3392529405591853,Excellent
74,63,33.059058358546615,1,0,5.653825012526946,2.7626942232567355,Good
70,100,17.807140044624177,5,0,0.9550000000000001,3.496496995956801,Poor
46,36,17.485807608324745,10,21,16.80979679937953,1.846509664747672,Excellent
64,61,62.435,10,12,5.997596074504642,1.6359446494407615,Excellent
92,69,17.34709181356699,2,13,18.723405891174842,4.0,Good
48,52,55.40752360388446,6,1,21.48867667456739,2.090806479663631,Excellent
70,89,27.36071792896001,1,4,22.866179248443395,3.148263876049326,Good
58,87,34.96698744959311,1,20,26.145,2.6080582429025263,Poor
76,69,45.84349346096493,2,21,23.901007494289097,2.6511149982436346,Good
67,64,24.360122666819116,4,6,26.145,4.0,Average
100,67,45.95568462776821,5,17,25.104307317248743,2.7217097460125848,Good
84,67,2.2649999999999997,6,13,25.839232076477995,2.4579064902653176,Excellent
49,68,43.582283438835354,7,10,13.131226154302817,2.5424985914108404,Good
87,65,2.2649999999999997,4,21,2.604011127797163,2.315513383500223,Excellent
59,75,31.241891278012872,5,7,26.145,2.153698499625297,Excellent
63,86,51.25687686557647,2,21,14.006663309673014,2.3194089643539884,Good
80,43,46.96266390077189,1,14,23.836511041047874,4.0,Excellent
65,47,11.403266583586998,1,11,8.835821322287725,3.4953361354948043,Average
91,36,13.786834722681803,7,21,21.603793143530993,2.4691998549497125,Average
59,88,22.691789567290982,4,14,0.9550000000000001,3.7576923385352043,Good
62,75,38.88921385895311,1,10,10.014904072669246,1.3755,Good
61,81,2.2649999999999997,5,21,12.646014153505845,4.0,Good
63,38,35.196849167172424,1,21,17.37663002678885,4.0,Average
95,100,41.207380981460304,10,21,22.51532977242718,4.0,Average
86,56,30.201597287680148,3,0,4.2498320482741505,3.786723846201908,Average
100,73,45.1673087549728,7,15,19.04079860313861,3.2290106269805103,Poor
100,88,39.583631717961666,8,13,23.819300241593474,4.0,Good
54,48,25.41363469595695,2,11,26.145,2.1966995761556123,Excellent
76,58,2.2649999999999997,5,16,19.434242018397786,2.4204317859180997,Excellent
51,73,37.91163828433257,7,13,9.601199871992414,2.742029185440569,Excellent
59,100,17.796702065763263,5,17,2.752095027472347,4.0,Average
62,76,24.734396795712563,6,9,26.145,1.9732820171894787,Good
54,100,44.3120353424473,1,21,19.693227341761585,1.8701684651720383,Excellent
54,96,61.68177137480078,7,18,13.29053102849625,3.0341163571419756,Excellent
71,78,34.73703243170435,4,16,0.9550000000000001,3.5012031389938603,Excellent
51,48,45.699464509687886,6,15,5.623930115049158,2.121662363863479,Good
90,93,8.698989464818307,8,21,18.79923458226108,3.455452632664615,Average
56,37,39.9872199916118,7,20,16.459414244698873,4.0,Average
100,100,34.33258527786968,6,10,0.9550000000000001,3.9701726477366575,Average
65,74,58.19923436580595,7,19,18.81013120598589,3.147495633880897,Excellent
76,36,25.43577308711278,7,13,0.9550000000000001,2.7164381262333377,Good
49,62,30.96805696419802,10,21,24.89307066124342,4.0,Good
100,84,55.04425474423638,5,20,15.234412675100483,2.8193753269956514,Good
96,64,33.73777936862636,6,6,9.568183978608879,3.7175853484279107,Good
80,85,14.91289461503618,8,21,21.824985006709092,4.0,Good
48,51,62.435,4,0,16.456600128048528,3.615536892252444,Good
78,41,15.472908872496976,1,16,24.647850788295962,1.8361516443477734,Good
53,68,34.24382787000295,7,5,14.154417545569306,1.6012144105407535,Average
100,70,41.86015198671092,5,21,14.646382104915983,2.5153918035957537,Excellent
90,62,40.39626065336206,2,13,11.070552628514049,3.4934039548284717,Good
76,96,31.928806023553392,7,4,15.693217506036433,3.2363436389169684,Good
45,51,32.02106603368332,9,9,26.145,4.0,Excellent
55,76,31.092205317117607,1,5,9.23643938637679,3.22689534492274,Good
87,71,14.781586519654425,8,9,18.939502587325904,2.4864418750111215,Good
98,36,62.435,1,8,6.0517816233886,1.7038398282130296,Average
96,41,31.368817763856,4,5,0.9550000000000001,3.950727241200041,Poor
45,70,46.49307626322472,10,13,15.2251611107314,2.7985306694370085,Good
80,100,29.24599941640863,4,14,16.599155566072167,1.3755,Poor
94,82,28.873673548002326,5,3,12.547862102860199,2.8260337087860163,Good
45,36,27.00971301568482,7,0,0.9550000000000001,1.8374656469658666,Good
74,36,6.74826521742165,1,14,16.041752328180213,2.3910844661045774,Good
79,86,32.46797283826325,5,16,15.721435696814575,2.8104296311884553,Excellent
68,67,27.906443414904054,5,17,5.981482200139839,1.9254075908187511,Average
45,95,57.130936212174305,10,16,2.0629596302157616,2.3308898606378845,Average
68,50,13.286303110941489,1,21,11.347654921431644,2.081809563117039,Poor
68,77,24.756528965085867,4,19,18.98144503244165,2.1078645190169194,Average
71,88,18.808196943031977,2,21,16.989137687769134,1.8255383290518823,Good
63,60,62.14826161881265,2,21,6.048464281915512,2.3356089723522926,Excellent
66,60,19.345687489316475,8,0,14.63040919851149,1.9355842287690543,Good
73,70,45.85192509664092,5,0,20.956235751631755,3.3740424575698222,Average
83,81,53.40295858535781,3,11,3.5877143986335422,2.99941152962047,Excellent
68,69,32.73638889602188,4,15,14.008370258085987,3.964592311394563,Average
66,91,9.951781753035686,3,10,24.771916468576983,4.0,Good
76,59,10.186112461608726,4,17,2.725386138027112,3.4621600085773543,Average
45,41,51.35909255123457,1,9,23.219429746000614,3.2410059937753646,Good
83,100,12.103389706306078,4,5,26.145,3.5233505634096693,Good
74,56,42.69953517016653,4,7,11.602158130354212,3.257516259159497,Average
75,57,37.55869336627334,3,9,10.583525667425109,2.853164733759947,Good
93,68,42.42378956931152,6,18,22.187063145303302,2.7759386782937296,Good
45,71,44.17245286084832,6,7,11.906350000523265,1.8122834917806312,Average
45,61,18.155952922532425,3,9,0.9550000000000001,3.6190828016847094,Average
79,69,17.381017095952686,5,16,12.642780320291104,2.774026599272736,Good
74,69,48.67762305966708,10,9,17.442360492868655,4.0,Poor
77,73,23.790160626010035,10,20,19.716347665802253,3.6930957131431414,Good
65,36,2.2649999999999997,2,3,6.050216766207223,2.196561496035436,Good
87,100,47.45253661822303,2,2,11.200823893747772,4.0,Excellent
92,66,16.256621692969496,2,14,21.713283392438157,1.3755,Good
83,82,44.09008664493479,8,14,12.969914639058526,4.0,Poor
69,39,61.227971845829984,4,4,0.9550000000000001,1.5046662486888596,Average
45,59,35.752002004040385,6,21,23.911809878501437,3.285215002258838,Average
89,55,53.87699034776132,10,21,11.670412369996665,3.2194761015467717,Good
98,100,38.289032916771674,5,6,22.677177729506944,3.8956465325026137,Good
87,57,62.435,7,21,1.7091024841991604,2.485222583961863,Excellent
57,86,15.778119564213945,7,0,12.455652270452797,1.3755,Good
87,55,35.28957686985286,3,20,17.77401514899571,2.4865907482763565,Excellent
91,60,47.904388005369896,8,4,12.741012874049613,2.5915904129420175,Excellent
100,64,31.916437881399148,3,19,3.500521582850535,1.3755,Average
57,98,56.773519477193304,9,3,0.9550000000000001,2.8484765686226092,Good
70,36,27.443010255041955,3,11,26.145,1.7596683715217039,Excellent
89,41,62.435,4,4,15.567334109187723,3.434736522154008,Excellent
75,36,62.435,2,9,23.314500476031032,2.565451170793625,Good
53,46,40.663866893335914,2,21,21.306530890950167,4.0,Excellent
82,52,45.67236679962186,4,10,18.508548416439496,2.555644212655524,Good
85,36,57.50393064348307,1,21,10.766261491377886,3.2223651906896214,Poor
76,53,13.462233724331618,4,8,17.605632280068015,2.5975051222174823,Good
78,36,11.151673809676069,4,21,25.555231231752153,1.3755,Good
69,47,58.70264692878263,7,0,14.175795756694331,2.6056219767258813,Average
100,96,40.51421085495663,6,9,26.145,3.536048696269808,Good
57,78,31.248213354327717,3,7,0.9550000000000001,3.3890027640877936,Good
63,74,35.64760031341018,4,21,0.9550000000000001,2.5196273882719247,Good
74,48,2.2649999999999997,4,13,21.807453470589156,1.3897758118409334,Excellent
91,36,31.913650503906396,10,0,6.572052085798128,3.4302437607590353,Good
45,45,21.499974812440755,3,0,26.145,3.211775767450336,Average
49,69,52.43858219634545,3,3,24.752525770527352,3.623444256397508,Average
45,89,53.86338178167078,2,19,26.145,2.5382291383068774,Average
75,89,46.118159511288255,1,18,20.93355236642857,1.3755,Good
53,83,42.76307493483462,6,9,5.704881725290635,3.3227456806255034,Good
67,53,7.720217408483801,6,7,0.9550000000000001,2.7955382217102067,Poor
87,70,46.376663644370105,9,17,26.084415143581758,4.0,Excellent
62,63,47.09416013549285,8,2,0.9550000000000001,2.8323190184122615,Poor
79,65,58.494807161754906,10,15,26.145,2.760264239062332,Excellent
68,100,62.435,5,14,19.122140151427416,3.2096081849353357,Excellent
87,36,4.106082661884667,4,9,12.832857842448485,2.224743056489141,Poor
83,64,28.249517875106346,1,14,17.20325543067519,2.177932015316128,Average
61,96,21.69955453693192,7,12,17.399246521423404,2.709351582231749,Poor
71,37,38.63541539158678,5,15,11.769074126381488,1.9106195845067973,Good
94,55,35.68978483493614,7,0,25.497473286785663,2.5819444207360402,Good
82,58,31.107938145408973,2,16,25.208364681976548,4.0,Average
47,65,54.466439777114644,6,20,14.788379336456538,3.8169075354669193,Average
87,36,15.050399117192935,6,14,8.416577478095405,3.1035491375588395,Average
